"","date","NUM_COLLISIONS","no_v","one_v","two_v","three_v","four_v","five_v","year","mo","da","rain_drizzle","snow_ice_pellets","hail","thunder","wdsp","visib","prcp","temp"
"2003","2017-12-24",469,2,75,349,33,7,3,2017,12,24,1,0,0,0,12.9,8.8,0.58,41.9
"2004","2017-12-25",333,0,57,244,21,9,2,2017,12,25,1,0,0,0,16.7,7.9,0.2,41.1
"2005","2017-12-26",543,1,82,426,27,4,3,2017,12,26,0,0,0,0,13.1,10,0.01,29.5
"2006","2017-12-27",577,2,86,443,39,5,2,2017,12,27,0,0,0,0,11,10,0,21.9
"2007","2017-12-28",609,3,79,499,25,3,0,2017,12,28,0,0,0,0,17.5,10,0,15.3
"2008","2017-12-29",598,0,92,469,24,8,5,2017,12,29,0,1,0,0,11,9.5,0,13.7
"2009","2017-12-30",565,1,86,438,32,8,0,2017,12,30,0,1,0,0,10.5,9.3,0,16.7
"2010","2017-12-31",462,3,79,340,29,5,6,2017,12,31,0,1,0,0,10.5,4.9,0.01,21
"2011","2018-01-01",453,1,85,318,38,7,4,2018,1,1,0,0,0,0,15,10,0,9.5
"2012","2018-01-02",654,3,101,508,32,8,2,2018,1,2,0,0,0,0,12.9,10,0,14.7
"2013","2018-01-03",645,1,76,527,32,7,2,2018,1,3,0,0,0,0,6.7,10,0,25.6
"2014","2018-01-04",464,3,90,341,27,2,1,2018,1,4,1,1,0,0,21,5.9,0.07,37.1
"2015","2018-01-05",700,3,110,546,33,7,1,2018,1,5,0,1,0,0,23.4,9.5,2.14,23
"2016","2018-01-06",599,0,106,455,32,5,1,2018,1,6,0,0,0,0,22.4,10,0,13.2
"2017","2018-01-07",475,1,85,354,29,6,0,2018,1,7,0,0,0,0,12.7,10,0,9.3
"2018","2018-01-08",720,1,117,562,32,3,5,2018,1,8,0,0,0,0,18.3,9.9,0,35
"2019","2018-01-09",684,1,117,527,32,5,2,2018,1,9,1,0,0,0,14.6,9.3,0.01,38.3
"2020","2018-01-10",687,4,100,545,33,4,1,2018,1,10,0,0,0,0,6.6,10,0,31.4
"2021","2018-01-11",696,3,119,534,36,3,1,2018,1,11,0,0,0,0,8.6,10,0,38.5
"2022","2018-01-12",704,3,128,544,22,7,0,2018,1,12,1,0,0,0,13.4,5.6,0,43.7
"2023","2018-01-13",603,1,106,461,28,5,2,2018,1,13,1,0,0,0,19.2,3,0.41,45.4
"2024","2018-01-14",494,3,93,356,31,9,2,2018,1,14,0,0,0,0,14.5,10,0.01,27
"2025","2018-01-15",523,1,85,409,24,2,2,2018,1,15,0,1,0,0,15.4,9.1,0,31.6
"2026","2018-01-16",617,1,113,464,27,8,4,2018,1,16,0,1,0,0,8.8,8.2,0,32.3
"2027","2018-01-17",611,1,103,475,26,5,1,2018,1,17,1,1,0,0,7.7,5.5,0.17,36
"2028","2018-01-18",634,3,99,508,20,2,2,2018,1,18,0,0,0,0,10.2,8.4,0.04,32.4
"2029","2018-01-19",599,1,83,482,30,3,0,2018,1,19,0,0,0,0,10.5,10,0,28.9
"2030","2018-01-20",530,1,81,404,31,7,6,2018,1,20,0,0,0,0,14.3,10,0,38.1
"2031","2018-01-21",418,1,73,316,21,6,1,2018,1,21,0,0,0,0,7.2,10,0,39.7
"2032","2018-01-22",559,6,93,423,30,4,3,2018,1,22,1,0,0,0,4,7.6,0,36.4
"2033","2018-01-23",531,0,97,403,28,2,1,2018,1,23,1,0,0,0,16.2,4.4,0,45.3
"2034","2018-01-24",615,1,89,481,35,8,1,2018,1,24,1,0,0,1,13.9,8.8,0.68,41.1
"2035","2018-01-25",602,0,85,481,27,5,4,2018,1,25,0,0,0,0,13.2,10,0,28
"2036","2018-01-26",677,1,94,530,45,5,2,2018,1,26,0,0,0,0,14.4,10,0,25.3
"2037","2018-01-27",510,4,67,399,31,7,2,2018,1,27,0,0,0,0,12.2,10,0,36.8
"2038","2018-01-28",412,1,62,308,31,7,3,2018,1,28,1,0,0,0,9.5,4.4,0.01,43.4
"2039","2018-01-29",531,2,88,417,21,2,1,2018,1,29,1,0,0,0,12.1,6.9,0.2,40.3
"2040","2018-01-30",579,3,95,460,17,2,2,2018,1,30,1,1,0,0,23.4,4.3,0.53,31.9
"2041","2018-01-31",596,1,78,472,38,5,2,2018,1,31,0,0,0,0,13.1,10,0.18,25
"2042","2018-02-01",594,1,87,463,30,7,6,2018,2,1,0,0,0,0,11.9,9.4,0,38.3
"2043","2018-02-02",617,3,84,483,39,3,5,2018,2,2,1,1,0,0,11.9,6.4,0.07,34.2
"2044","2018-02-03",478,0,77,366,28,6,1,2018,2,3,0,0,0,0,16.5,10,0.08,19.8
"2045","2018-02-04",541,6,107,394,27,7,0,2018,2,4,1,0,0,0,13.4,9.1,0,37.8
"2046","2018-02-05",706,4,111,555,30,4,2,2018,2,5,1,0,0,0,14.1,5.1,1.28,42.5
"2047","2018-02-06",545,2,71,444,23,4,1,2018,2,6,0,0,0,0,4.8,10,0.12,30
"2048","2018-02-07",653,0,134,476,33,6,4,2018,2,7,1,0,0,0,9.5,8.4,0,36.4
"2049","2018-02-08",616,2,94,488,23,9,0,2018,2,8,1,1,0,0,14.5,8.4,0.62,34.6
"2050","2018-02-09",583,3,84,460,26,6,4,2018,2,9,0,0,0,0,6.2,10,0.08,28.3
"2051","2018-02-10",549,0,100,413,23,10,3,2018,2,10,0,0,0,0,11.3,9,0,41.6
"2052","2018-02-11",479,7,90,350,26,5,1,2018,2,11,1,0,0,0,9.7,1.2,0.61,46.3
"2053","2018-02-12",543,0,88,419,28,7,1,2018,2,12,1,0,0,0,13.6,3.9,1.67,45
"2054","2018-02-13",613,1,99,473,33,6,1,2018,2,13,0,0,0,0,9.7,10,0.14,31.5
"2055","2018-02-14",671,5,95,536,30,5,0,2018,2,14,1,0,0,0,8.7,8.5,0,36.9
"2056","2018-02-15",645,2,88,520,30,5,0,2018,2,15,1,0,0,0,9.7,2.2,0.35,40.8
"2057","2018-02-16",582,1,93,455,22,8,3,2018,2,16,1,0,0,0,8.8,2.9,0.14,44.8
"2058","2018-02-17",604,2,122,451,22,6,1,2018,2,17,0,0,0,0,13.1,10,0.1,35.9
"2059","2018-02-18",472,2,85,356,21,5,3,2018,2,18,1,0,0,0,12.4,8.3,0.55,39.4
"2060","2018-02-19",435,0,75,340,18,2,0,2018,2,19,0,0,0,0,8.3,9.6,0.01,38.1
"2061","2018-02-20",535,3,80,411,30,10,1,2018,2,20,1,0,0,0,12.4,2.9,0.06,45.6
"2062","2018-02-21",601,2,80,486,24,5,4,2018,2,21,0,0,0,0,13.3,0.2,0.02,45.9
"2063","2018-02-22",550,4,90,424,24,5,3,2018,2,22,1,0,0,0,13.8,8.3,0.03,43.1
"2064","2018-02-23",548,4,81,429,27,5,2,2018,2,23,1,0,0,0,10.6,9.7,0.03,37.5
"2065","2018-02-24",540,2,93,405,30,6,4,2018,2,24,1,0,0,0,11.4,5,0.09,42.3
"2066","2018-02-25",448,2,89,323,29,3,2,2018,2,25,1,0,0,0,12.3,6.4,0.21,42.5
"2067","2018-02-26",557,1,81,450,21,3,1,2018,2,26,0,0,0,0,10.7,6.5,0.72,42.1
"2068","2018-02-27",631,5,85,514,24,2,1,2018,2,27,0,0,0,0,8.9,10,0,40.3
"2069","2018-02-28",654,3,77,524,41,5,4,2018,2,28,0,0,0,0,12.9,10,0,42.6
"2070","2018-03-01",619,2,110,469,32,5,1,2018,3,1,0,0,0,0,8.5,10,0,46.7
"2071","2018-03-02",884,6,213,614,39,10,2,2018,3,2,1,0,0,0,23.3,5.1,0.35,45.3
"2072","2018-03-03",609,0,102,465,28,9,5,2018,3,3,1,1,0,0,34.8,6.2,0,40.2
"2073","2018-03-04",457,3,70,356,16,8,4,2018,3,4,1,0,0,0,23.4,9.9,0.11,39.6
"2074","2018-03-05",616,0,87,500,25,2,2,2018,3,5,1,1,0,0,24.2,8.2,0.38,37.8
"2075","2018-03-06",676,3,93,547,23,9,1,2018,3,6,1,1,0,0,17.5,10,0.08,37.7
"2076","2018-03-07",517,3,119,375,14,6,0,2018,3,7,1,0,0,0,12.3,8.9,0,38.1
"2077","2018-03-08",633,3,108,492,26,4,0,2018,3,8,1,0,0,0,15.8,8.2,0.79,39.6
"2078","2018-03-09",751,2,91,618,30,9,1,2018,3,9,0,1,0,0,12,9.6,0.01,35.5
"2079","2018-03-10",567,1,75,455,32,1,3,2018,3,10,0,0,0,0,17.5,10,0,38.1
"2080","2018-03-11",465,1,72,366,19,4,3,2018,3,11,0,0,0,0,11.4,10,0,36.3
"2081","2018-03-12",679,1,109,535,28,5,1,2018,3,12,1,0,0,0,9,10,0,36.7
"2082","2018-03-13",578,3,110,441,24,0,0,2018,3,13,1,1,0,0,31,3.4,1.54,35
"2083","2018-03-14",652,4,78,542,21,3,4,2018,3,14,0,1,0,0,22.8,9.7,0.99,34.8
"2084","2018-03-15",689,4,103,533,41,6,2,2018,3,15,0,1,0,0,20.1,9.7,0,36.5
"2085","2018-03-16",753,1,98,607,40,7,0,2018,3,16,0,0,0,0,13.5,10,0,36.1
"2086","2018-03-17",562,1,89,436,30,6,0,2018,3,17,0,0,0,0,19.7,10,0,33.3
"2087","2018-03-18",526,7,67,416,29,3,4,2018,3,18,0,0,0,0,12.2,10,0,27.2
"2088","2018-03-19",686,2,91,565,20,7,1,2018,3,19,0,0,0,0,12.2,10,0,30.5
"2089","2018-03-20",597,3,88,473,27,5,1,2018,3,20,0,0,0,0,9.1,10,0,32.5
"2090","2018-03-21",477,0,101,332,35,6,3,2018,3,21,1,1,0,0,21,8.6,0,36.8
"2091","2018-03-22",760,3,164,557,25,10,1,2018,3,22,1,1,0,0,21.5,6.6,0.86,36.1
"2092","2018-03-23",732,1,92,594,32,11,2,2018,3,23,0,0,0,0,7,10,0.07,37.5
"2093","2018-03-24",550,1,79,433,30,5,2,2018,3,24,0,0,0,0,6.8,10,0,36.3
"2094","2018-03-25",491,1,78,378,24,6,4,2018,3,25,1,1,0,0,16.6,9.3,0,35.8
"2095","2018-03-26",710,2,92,572,38,6,0,2018,3,26,0,0,0,0,19.4,10,0.01,36.4
"2096","2018-03-27",627,2,67,533,20,3,2,2018,3,27,0,0,0,0,16,10,0,37.6
"2097","2018-03-28",629,2,82,508,35,1,1,2018,3,28,0,0,0,0,10.1,10,0,40.4
"2098","2018-03-29",613,4,78,493,32,4,2,2018,3,29,0,0,0,0,6.5,8.1,0,41.6
"2099","2018-03-30",580,1,87,456,28,5,3,2018,3,30,1,0,0,0,11.5,2.1,0,46.8
"2100","2018-03-31",589,2,70,463,41,10,3,2018,3,31,1,0,0,0,12.6,9.6,0.08,43.6
"2101","2018-04-01",399,0,70,289,32,4,4,2018,4,1,0,0,0,0,13.4,10,0,44.2
"2102","2018-04-02",562,1,89,449,18,2,3,2018,4,2,1,1,0,0,8.4,8.1,0.01,37.7
"2103","2018-04-03",551,1,82,442,20,3,3,2018,4,3,1,0,0,0,7.5,9.3,0.3,35.3
"2104","2018-04-04",554,1,80,437,24,9,3,2018,4,4,1,0,0,0,15.7,3.5,0.39,47.3
"2105","2018-04-05",531,0,75,426,23,6,1,2018,4,5,0,0,0,0,17,10,0.17,39.9
"2106","2018-04-06",515,2,83,393,29,6,2,2018,4,6,1,1,0,0,12.2,9.4,0,38
"2107","2018-04-07",487,1,67,387,25,5,2,2018,4,7,1,0,0,0,10.7,8.7,0.1,43.5
"2108","2018-04-08",468,2,71,361,23,7,4,2018,4,8,1,1,0,0,11.2,9.5,0.03,37.9
"2109","2018-04-09",625,1,91,500,28,5,0,2018,4,9,0,0,0,0,12.6,10,0.01,36.3
"2110","2018-04-10",668,3,82,548,30,4,1,2018,4,10,1,0,0,0,6.5,9.1,0,37.7
"2111","2018-04-11",612,0,85,489,31,6,1,2018,4,11,0,0,0,0,6.5,10,0,37.9
"2112","2018-04-12",610,1,78,503,24,3,1,2018,4,12,0,0,0,0,9.8,10,0,42.8
"2113","2018-04-13",755,1,106,597,43,4,4,2018,4,13,1,0,0,0,15.4,6.7,0.02,47.7
"2114","2018-04-14",624,1,98,467,45,7,6,2018,4,14,0,0,0,0,13.7,7,0.08,47.7
"2115","2018-04-15",510,1,93,366,42,7,1,2018,4,15,0,0,0,0,17.5,9,0,39.7
"2116","2018-04-16",741,1,142,554,35,7,2,2018,4,16,1,0,0,0,21.6,2.6,0.11,44.7
"2117","2018-04-17",600,1,91,485,20,2,1,2018,4,17,1,0,0,0,16.1,8.4,0.43,45.6
"2118","2018-04-18",662,3,65,555,27,9,3,2018,4,18,1,0,0,0,16.6,10,0.05,41.9
"2119","2018-04-19",706,3,109,556,32,4,2,2018,4,19,1,0,0,0,8.6,9.6,0.02,41.8
"2120","2018-04-20",707,3,84,580,30,7,3,2018,4,20,1,0,0,0,11.6,10,0.08,43.2
"2121","2018-04-21",584,0,69,476,27,11,1,2018,4,21,0,0,0,0,10.5,10,0,44.6
"2122","2018-04-22",568,1,76,442,40,8,1,2018,4,22,0,0,0,0,7.2,10,0,46.3
"2123","2018-04-23",675,3,92,536,30,10,4,2018,4,23,0,0,0,0,7.1,10,0,46.4
"2124","2018-04-24",671,2,77,543,44,3,2,2018,4,24,0,0,0,0,6.7,10,0,44.7
"2125","2018-04-25",626,1,82,506,30,7,0,2018,4,25,1,0,0,0,15.1,7.1,0.01,49.2
"2126","2018-04-26",729,3,90,590,37,4,5,2018,4,26,1,0,0,0,12.7,3.2,0.81,50
"2127","2018-04-27",690,0,76,591,23,0,0,2018,4,27,1,0,0,0,9.2,7.8,0.03,48.8
"2128","2018-04-28",604,0,88,468,37,7,4,2018,4,28,1,0,0,0,6.3,5.1,0.13,49.5
"2129","2018-04-29",505,2,84,382,31,5,1,2018,4,29,1,0,0,0,5.9,9.2,0,50.5
"2130","2018-04-30",656,0,89,521,38,7,1,2018,4,30,1,0,0,0,12,10,0.07,46.2
"2131","2018-05-01",713,1,92,586,28,3,3,2018,5,1,1,0,0,0,7.6,10,0.01,48.4
"2132","2018-05-02",792,3,127,628,28,4,2,2018,5,2,0,0,0,0,13.1,10,0,54.5
"2133","2018-05-03",790,1,97,644,44,3,1,2018,5,3,0,0,0,0,13.2,9.5,0,54
"2134","2018-05-04",723,3,86,593,35,5,1,2018,5,4,1,0,0,0,12.2,7.8,0.02,53.3
"2135","2018-05-05",602,2,76,467,43,8,6,2018,5,5,0,0,0,0,13.5,9.2,0,58
"2136","2018-05-06",495,0,71,387,29,4,4,2018,5,6,1,0,0,0,6.9,8.1,0,52.5
"2137","2018-05-07",695,2,92,553,41,5,2,2018,5,7,1,0,0,0,11.3,8.7,0.48,53
"2138","2018-05-08",736,7,97,589,32,8,3,2018,5,8,0,0,0,0,6.9,4.9,0,48.4
"2139","2018-05-09",711,3,80,580,39,7,2,2018,5,9,0,0,0,0,7.7,4,0,51.2
"2140","2018-05-10",663,4,73,551,31,3,1,2018,5,10,1,0,0,0,12.2,6.2,0.01,51
"2141","2018-05-11",805,0,108,651,37,7,2,2018,5,11,0,0,0,0,11.3,8.1,0,56.8
"2142","2018-05-12",602,2,68,481,39,9,3,2018,5,12,1,0,0,0,7.3,9.5,0,48.9
"2143","2018-05-13",529,0,82,401,36,7,3,2018,5,13,0,0,0,0,8.6,9.7,0.09,49.7
"2144","2018-05-14",689,1,96,542,39,7,4,2018,5,14,0,0,0,0,5.5,6.4,0,50.5
"2145","2018-05-15",778,6,131,597,33,6,5,2018,5,15,0,0,0,0,10.7,3,0,53.9
"2146","2018-05-16",686,1,84,565,29,6,1,2018,5,16,1,0,0,0,8.5,9.3,0.02,55.3
"2147","2018-05-17",732,0,97,578,49,7,1,2018,5,17,1,0,0,0,3.6,5.3,0.32,54.1
"2148","2018-05-18",616,2,77,498,33,4,2,2018,5,18,1,0,0,0,10.9,5.7,0.17,52.2
"2149","2018-05-19",583,3,81,467,28,3,1,2018,5,19,1,0,0,0,9.8,6,0,49.6
"2150","2018-05-20",578,0,81,453,33,10,1,2018,5,20,1,0,0,0,13.9,0.7,0.15,56.5
"2151","2018-05-21",626,2,99,487,31,4,3,2018,5,21,1,0,0,0,8.7,9.5,0.03,60.9
"2152","2018-05-22",689,2,88,556,37,5,1,2018,5,22,1,0,0,0,7,10,0,54.6
"2153","2018-05-23",729,3,84,589,41,7,5,2018,5,23,1,0,0,0,7,6.9,0.24,57.3
"2154","2018-05-24",770,4,115,611,32,8,0,2018,5,24,0,0,0,0,9.6,9.6,0.11,56.3
"2155","2018-05-25",799,4,99,639,47,7,3,2018,5,25,0,0,0,0,13.6,8,0,56.5
"2156","2018-05-26",601,1,91,461,41,5,2,2018,5,26,0,0,0,0,13.8,7.1,0,58.8
"2157","2018-05-27",487,0,76,365,28,12,6,2018,5,27,1,0,0,0,12.6,6,0,53.7
"2158","2018-05-28",409,2,75,302,23,6,1,2018,5,28,1,0,0,0,11.6,5.8,0.08,53.4
"2159","2018-05-29",809,5,95,661,29,15,4,2018,5,29,0,0,0,0,8.5,6,0.01,57.7
"2160","2018-05-30",708,2,111,561,32,1,1,2018,5,30,0,0,0,0,7.5,6.4,0,59.2
"2161","2018-05-31",698,0,102,556,31,6,3,2018,5,31,0,0,0,0,6.5,3.7,0,55.1
"2162","2018-06-01",751,4,85,626,33,0,3,2018,6,1,1,0,0,0,6.2,4.8,0.13,58.6
"2163","2018-06-02",622,2,73,503,39,2,3,2018,6,2,0,0,0,0,7.9,4.4,0,63.1
"2164","2018-06-03",525,1,76,409,28,7,4,2018,6,3,0,0,0,0,11.8,10,0,52.8
"2165","2018-06-04",698,4,94,568,24,8,0,2018,6,4,1,0,0,0,13.5,6.2,0.15,51
"2166","2018-06-05",688,1,84,552,39,10,2,2018,6,5,0,0,0,0,11,9.4,1.29,54.5
"2167","2018-06-06",651,3,74,531,31,10,2,2018,6,6,0,0,0,0,9.6,9.7,0,54.8
"2168","2018-06-07",693,3,79,567,40,2,2,2018,6,7,0,0,0,0,6.5,10,0,51.5
"2169","2018-06-08",757,1,91,621,37,6,1,2018,6,8,0,0,0,0,8,7.9,0,54.8
"2170","2018-06-09",706,0,91,566,41,6,2,2018,6,9,1,0,0,0,5.7,9.8,0.06,62.9
"2171","2018-06-10",533,1,89,402,31,6,4,2018,6,10,0,0,0,0,6.8,9.4,0,61.5
"2172","2018-06-11",686,6,82,551,33,10,4,2018,6,11,0,0,0,0,8.8,10,0,56.2
"2173","2018-06-12",720,1,109,577,27,6,0,2018,6,12,0,0,0,0,9.6,10,0,55.3
"2174","2018-06-13",706,3,76,587,33,5,2,2018,6,13,1,0,0,0,11.5,7.9,0,59.4
"2175","2018-06-14",833,1,107,671,46,6,2,2018,6,14,0,0,0,0,13.6,5.3,0.18,63.8
"2176","2018-06-15",728,1,102,571,39,12,3,2018,6,15,1,0,0,0,6.2,9.3,0,59
"2177","2018-06-16",677,3,85,554,25,7,3,2018,6,16,0,0,0,0,8.2,9.3,0.01,62.8
"2178","2018-06-17",627,1,84,479,51,7,5,2018,6,17,0,0,0,0,6,10,0,66.7
"2179","2018-06-18",808,3,123,629,40,9,4,2018,6,18,0,0,0,0,9.6,9.1,0,62.9
"2180","2018-06-19",812,2,112,651,37,6,4,2018,6,19,1,0,0,0,11.6,6.3,0.03,67.7
"2181","2018-06-20",698,1,82,577,32,5,1,2018,6,20,0,0,0,0,5.2,7.9,0,62.8
"2182","2018-06-21",815,4,114,643,39,12,3,2018,6,21,1,0,0,0,6.4,8.1,0.09,63.4
"2183","2018-06-22",728,0,93,581,47,7,0,2018,6,22,0,0,0,0,7.2,5.5,0.11,61.1
"2184","2018-06-23",513,1,77,401,23,9,2,2018,6,23,1,0,0,1,9.2,5.7,0.16,59.2
"2185","2018-06-24",553,1,75,443,22,9,3,2018,6,24,1,0,0,0,5.9,3.7,1.03,62.7
"2186","2018-06-25",733,3,87,591,36,12,4,2018,6,25,1,0,0,1,10.4,6.1,0.25,63.8
"2187","2018-06-26",762,2,109,609,34,5,3,2018,6,26,0,0,0,0,7.7,10,0.02,60.7
"2188","2018-06-27",540,3,87,421,18,6,5,2018,6,27,0,0,0,0,9.3,10,0,62.7
"2189","2018-06-28",737,3,89,609,29,7,0,2018,6,28,1,0,0,0,14.6,6.3,0.13,64.1
"2190","2018-06-29",845,1,125,681,27,8,3,2018,6,29,1,0,0,0,7,4.4,0.96,68
"2191","2018-06-30",651,1,90,510,36,11,3,2018,6,30,0,0,0,0,5.9,10,0,71.1
"2192","2018-07-01",563,3,71,448,32,6,3,2018,7,1,0,0,0,0,5.9,8.8,0,70.8
"2193","2018-07-02",719,5,89,581,35,9,0,2018,7,2,0,0,0,0,4.7,8.7,0,68.4
"2194","2018-07-03",678,1,88,550,27,10,2,2018,7,3,0,0,0,0,6.2,2.9,0,66.9
"2195","2018-07-04",406,0,59,316,24,3,4,2018,7,4,0,0,0,0,6.8,4.8,0,71.7
"2196","2018-07-05",720,2,94,570,42,10,2,2018,7,5,0,0,0,0,6.2,1.6,0,71.7
"2197","2018-07-06",654,2,106,505,31,7,3,2018,7,6,1,0,0,0,11.5,4.8,0,70.6
"2198","2018-07-07",526,1,73,409,33,8,2,2018,7,7,0,0,0,0,12.8,9.9,0.01,67.3
"2199","2018-07-08",545,2,87,415,33,6,2,2018,7,8,0,0,0,0,3.8,10,0,61.7
"2200","2018-07-09",672,2,85,541,34,10,0,2018,7,9,0,0,0,0,6.7,10,0,60.9
"2201","2018-07-10",727,2,82,585,52,6,0,2018,7,10,0,0,0,0,10.4,9.9,0,67.2
"2202","2018-07-11",627,0,87,498,34,5,3,2018,7,11,1,0,0,0,8.9,9.3,0,68.3
"2203","2018-07-12",642,2,70,520,40,6,4,2018,7,12,0,0,0,0,6.8,10,0,68.2
"2204","2018-07-13",726,2,96,588,37,3,0,2018,7,13,0,0,0,0,5,10,0,64.8
"2205","2018-07-14",577,0,77,455,38,6,1,2018,7,14,0,0,0,0,4.7,10,0,64.9
"2206","2018-07-15",564,1,101,408,38,12,4,2018,7,15,1,0,0,0,5.3,8.6,0,65.5
"2207","2018-07-16",719,0,93,576,33,13,4,2018,7,16,0,0,0,0,4.7,2.6,0,68.7
"2208","2018-07-17",680,2,93,541,41,2,1,2018,7,17,0,0,0,0,10.7,4.6,0,70.5
"2209","2018-07-18",688,2,96,556,27,5,2,2018,7,18,1,0,0,0,9,7.9,0,71.2
"2210","2018-07-19",739,1,94,593,42,8,1,2018,7,19,0,0,0,0,6.3,10,0,67.9
"2211","2018-07-20",700,0,83,589,24,3,1,2018,7,20,0,0,0,0,3.3,10,0,64.3
"2212","2018-07-21",622,2,101,468,40,8,3,2018,7,21,0,0,0,0,6.7,6.8,0,59.8
"2213","2018-07-22",540,2,129,363,26,14,6,2018,7,22,1,0,0,0,12.8,3.2,0,66.5
"2214","2018-07-23",614,0,93,480,32,6,3,2018,7,23,0,0,0,0,12.6,7.3,0.04,69.9
"2215","2018-07-24",654,1,78,544,24,6,1,2018,7,24,0,0,0,0,9.8,5.7,0,69.2
"2216","2018-07-25",657,2,88,529,29,4,5,2018,7,25,0,0,0,0,11,5,0,69.8
"2217","2018-07-26",606,2,70,495,31,6,2,2018,7,26,1,0,0,0,13.9,4.7,0,69.8
"2218","2018-07-27",753,1,100,604,39,7,2,2018,7,27,0,0,0,0,7.8,2.1,0,70.6
"2219","2018-07-28",637,0,91,500,33,11,2,2018,7,28,1,0,0,0,6.7,1.4,0.41,69.7
"2220","2018-07-29",463,0,73,352,26,5,7,2018,7,29,1,0,0,0,6.3,6.5,0.06,72.9
"2221","2018-07-30",580,3,89,446,31,10,1,2018,7,30,0,0,0,0,5.8,9.9,0,71.3
"2222","2018-07-31",709,0,99,580,26,2,2,2018,7,31,0,0,0,0,4.9,8.4,0,68.9
"2223","2018-08-01",660,1,74,542,36,5,2,2018,8,1,0,0,0,0,8.6,7.5,0,69.2
"2224","2018-08-02",722,4,100,580,33,3,2,2018,8,2,0,0,0,0,11.6,5.4,0,73.7
"2225","2018-08-03",749,1,117,588,35,5,3,2018,8,3,0,0,0,0,9.2,4.6,0,73.7
"2226","2018-08-04",605,0,87,475,33,6,4,2018,8,4,1,0,0,0,9.4,4.4,0.01,71.8
"2227","2018-08-05",573,1,87,441,37,5,2,2018,8,5,1,0,0,1,7.1,8.8,0.05,74.3
"2228","2018-08-06",632,1,98,500,26,5,2,2018,8,6,0,0,0,0,7.2,6.3,0,74.8
"2229","2018-08-07",658,1,96,527,28,3,3,2018,8,7,0,0,0,0,9.7,6.7,0,75.8
"2230","2018-08-08",656,1,84,529,35,4,3,2018,8,8,0,0,0,0,8.1,5.9,0,74.6
"2231","2018-08-09",709,3,106,554,38,7,1,2018,8,9,1,0,0,1,9.2,3.6,0,74.9
"2232","2018-08-10",707,4,89,578,32,3,1,2018,8,10,0,0,0,0,6.4,9.6,0.04,76.9
"2233","2018-08-11",568,2,73,459,31,1,2,2018,8,11,0,0,0,0,5.8,9,0,68.8
"2234","2018-08-12",499,1,83,376,31,4,4,2018,8,12,1,0,0,0,7.3,7.8,0.01,70.9
"2235","2018-08-13",617,1,100,485,24,6,1,2018,8,13,0,0,0,0,6.2,7.7,0.05,69.1
"2236","2018-08-14",701,0,93,561,37,7,3,2018,8,14,0,0,0,0,6.9,4.5,0,72.8
"2237","2018-08-15",645,1,82,519,35,6,2,2018,8,15,1,0,0,0,9.7,9.4,0.08,74.1
"2238","2018-08-16",647,2,84,526,31,4,0,2018,8,16,0,0,0,0,10.1,9.1,0,77.2
"2239","2018-08-17",703,4,80,575,38,4,2,2018,8,17,0,0,0,0,5.1,6.3,0,74.9
"2240","2018-08-18",579,3,94,438,35,4,5,2018,8,18,1,0,0,0,9.4,5.9,0.05,73.9
"2241","2018-08-19",490,1,76,379,22,9,3,2018,8,19,0,0,0,0,13.1,8.9,0.01,68.5
"2242","2018-08-20",562,2,77,449,28,3,3,2018,8,20,1,0,0,0,11.6,4.7,0.04,66.7
"2243","2018-08-21",580,0,92,461,22,2,3,2018,8,21,1,0,0,0,9.5,7.1,0.07,66.7
"2244","2018-08-22",599,0,80,474,35,7,3,2018,8,22,1,0,0,0,8.1,4.8,0.05,68.1
"2245","2018-08-23",610,3,76,486,33,10,2,2018,8,23,0,0,0,0,9.3,9.7,0.01,70
"2246","2018-08-24",681,0,70,558,42,7,4,2018,8,24,0,0,0,0,4.7,10,0,67.1
"2247","2018-08-25",552,0,83,424,36,7,2,2018,8,25,0,0,0,0,5.8,9,0,66.5
"2248","2018-08-26",528,0,91,386,39,11,1,2018,8,26,0,0,0,0,5.4,10,0,68.2
"2249","2018-08-27",651,2,98,512,35,3,1,2018,8,27,0,0,0,0,8.7,9.1,0,73.1
"2250","2018-08-28",715,2,101,590,18,2,2,2018,8,28,0,0,0,0,9,3.5,0,73
"2251","2018-08-29",685,0,91,551,32,9,2,2018,8,29,0,0,0,0,9.8,5.5,0,75.3
"2252","2018-08-30",736,1,102,599,28,5,1,2018,8,30,0,0,0,0,10.2,7,0,76.2
"2253","2018-08-31",623,1,81,504,31,5,1,2018,8,31,0,0,0,0,13,10,0,69.9
"2254","2018-09-01",529,3,96,389,30,9,2,2018,9,1,0,0,0,0,7.2,10,0,65
"2255","2018-09-02",528,1,88,391,37,7,4,2018,9,2,0,0,0,0,5,10,0,67
"2256","2018-09-03",533,1,90,396,37,7,2,2018,9,3,0,0,0,0,8.4,9.2,0,69.9
"2257","2018-09-04",786,5,111,628,39,2,1,2018,9,4,0,0,0,0,9.9,6.1,0,75.7
"2258","2018-09-05",768,0,89,649,25,3,2,2018,9,5,0,0,0,0,4.8,9.3,0,69.2
"2259","2018-09-06",822,0,112,656,42,8,4,2018,9,6,1,0,0,0,9.8,9.4,0,72.6
"2260","2018-09-07",671,1,86,536,41,6,1,2018,9,7,0,0,0,0,8.7,10,0.01,71.1
